2021-03-12 17:36:40 DEBUG logging:28 - Logging Provider: org.jboss.logging.Log4jLoggerProvider
2021-03-12 17:36:40 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2021-03-12 17:36:40 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
2021-03-12 17:36:40 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2021-03-12 17:36:41 INFO  Version:44 - HHH000412: Hibernate ORM core version 5.4.28.Final
, java.vm.specification.vendor=Oracle Corporation, java.specification.name=Java Platform API Specification, user.script=, sun.management.compiler=HotSpot 64-Bit Tiered Compilers, java.runtime.version=15.0.2+7-27, user.name=Mark, path.separator=;, hibernate.connection.username=****, os.version=10.0, java.runtime.name=Java(TM) SE Runtime Environment, hibernate.connection.url=jdbc:postgresql://35.227.172.191:5432/ExpenseReimbursementAPI, file.encoding=windows-1252, java.vm.name=Java HotSpot(TM) 64-Bit Server VM, hibernate.show_sql=true, hibernate.connection.driver_class=org.postgresql.Driver, java.vendor.url.bug=https://bugreport.java.com/bugreport/, java.io.tmpdir=C:\Users\Mark\AppData\Local\Temp\, java.version=15.0.2, user.dir=C:\Users\Mark\Desktop\Project01\ExpenseReimbursementAPI, os.arch=amd64, java.vm.specification.name=Java Virtual Machine Specification, hibernate.connection.password=****, sun.os.patch.level=, hibernate.boot.CfgXmlAccessService.key=org.hibernate.boot.cfgxml.spi.LoadedConfig@51e11384, java.library.path=C:\Java\jdk-15.0.2\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\Program Files\Haskell\bin;C:\Program Files\Haskell Platform\8.6.5\lib\extralibs\bin;C:\Program Files\Haskell Platform\8.6.5\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\Skype\Phone\;C:\Program Files (x86)\GtkSharp\2.12\bin;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files\Haskell Platform\8.6.5\mingw\bin;C:\Program Files\dotnet\;C:\Program Files\nodejs\;C:\Users\Mark\AppData\Local\Programs\Python\Python38\Scripts;C:\Program Files (x86)\IncrediBuild;C:\PHP7;C:\Program Files\;C:\Program Files\Docker\Docker\resources\bin;C:\ProgramData\DockerDesktop\version-bin;C:\Program Files\Git\cmd;C:\Program Files\Maven\apache-maven-3.6.3\bin;C:\Users\Mark\scoop\shims;C:\Program Files\MySQL\MySQL Shell 8.0\bin\;C:\Users\Mark\AppData\Local\Programs\Python\Python38\Scripts\;C:\Users\Mark\AppData\Local\Programs\Python\Python38\;C:\Users\Mark\AppData\Roaming\cabal\bin;C:\Users\Mark\AppData\Roaming\local\bin;C:\Users\Mark\AppData\Local\Microsoft\WindowsApps;C:\Users\Mark\AppData\Local\Programs\Microsoft VS Code\bin;C:\Users\Mark\.dotnet\tools;C:\Users\Mark\AppData\Roaming\npm;C:\Users\Mark\AppData\Local\GitHubDesktop\bin;C:\Users\Mark\AppData\Local\Programs\MiKTeX 2.9\miktex\bin\x64\;C:\sqlite3;C:\python;C:\ProgramData\Mark\GitHubDesktop\bin;C:\Program Files\nodejs\;C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2020.3.2\bin;;C:\Gradle\gradle-6.8.2\bin;C:\Java\bin;;C:\Users\Mark\AppData\Local\Microsoft\WindowsApps;., java.vendor=Oracle Corporation, java.vm.info=mixed mode, sharing, java.vm.version=15.0.2+7-27, hibernate.bytecode.use_reflection_optimizer=false, sun.io.unicode.encoding=UnicodeLittle, java.class.version=59.0}
2021-03-12 19:07:59 DEBUG JaccIntegrator:80 - Skipping JACC integration as it was not enabled
2021-03-12 19:07:59 DEBUG SessionFactoryImpl:300 - Instantiated session factory
2021-03-12 19:07:59 DEBUG TypeConfiguration$Scope:157 - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@29046e42] to SessionFactoryImpl [org.hibernate.internal.SessionFactoryImpl@22aa4376]
2021-03-12 19:07:59 DEBUG ClassLoaderAccessImpl:60 - Not known whether passed class name [dev.lamp.models.Employee] is safe
2021-03-12 19:07:59 DEBUG ClassLoaderAccessImpl:62 - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : dev.lamp.models.Employee
2021-03-12 19:08:00 DEBUG ClassLoaderAccessImpl:60 - Not known whether passed class name [dev.lamp.models.Manager] is safe
2021-03-12 19:08:00 DEBUG ClassLoaderAccessImpl:62 - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : dev.lamp.models.Manager
2021-03-12 19:08:00 DEBUG ClassLoaderAccessImpl:60 - Not known whether passed class name [dev.lamp.models.Expense] is safe
2021-03-12 19:08:00 DEBUG ClassLoaderAccessImpl:62 - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : dev.lamp.models.Expense
2021-03-12 19:08:00 DEBUG AbstractCollectionPersister:692 - Static SQL for collection: dev.lamp.models.Manager.expenseList
2021-03-12 19:08:00 DEBUG AbstractCollectionPersister:694 -  Row insert: update expense set manager_id=? where expense_id=?
2021-03-12 19:08:00 DEBUG AbstractCollectionPersister:697 -  Row update: update expense set  where expense_id=?
2021-03-12 19:08:00 DEBUG AbstractCollectionPersister:700 -  Row delete: update expense set manager_id=null where manager_id=? and expense_id=?
2021-03-12 19:08:00 DEBUG AbstractCollectionPersister:703 -  One-shot delete: update expense set manager_id=null where manager_id=?
2021-03-12 19:08:00 DEBUG AbstractCollectionPersister:692 - Static SQL for collection: dev.lamp.models.Employee.expenseList
2021-03-12 19:08:00 DEBUG AbstractCollectionPersister:694 -  Row insert: update expense set employee_id=? where expense_id=?
2021-03-12 19:08:00 DEBUG AbstractCollectionPersister:697 -  Row update: update expense set  where expense_id=?
2021-03-12 19:08:00 DEBUG AbstractCollectionPersister:700 -  Row delete: update expense set employee_id=null where employee_id=? and expense_id=?
2021-03-12 19:08:00 DEBUG AbstractCollectionPersister:703 -  One-shot delete: update expense set employee_id=null where employee_id=?
2021-03-12 19:08:00 DEBUG AbstractEntityPersister:3924 - Static SQL for entity: dev.lamp.models.Employee
2021-03-12 19:08:00 DEBUG AbstractEntityPersister:3929 -  Version select: select employee_id from employee where employee_id =?
2021-03-12 19:08:00 DEBUG AbstractEntityPersister:3932 -  Snapshot select: select employee_.employee_id, employee_.employee_password as employee2_0_, employee_.employee_username as employee3_0_, employee_.fname as fname4_0_, employee_.lname as lname5_0_ from employee employee_ where employee_.employee_id=?
2021-03-12 19:08:00 DEBUG AbstractEntityPersister:394 -  Insert 0: insert into employee (employee_password, employee_username, fname, lname, employee_id) values (?, ?, ?, ?, ?)
2021-03-12 19:08:00 DEBUG AbstractEntityPersister:394 -  Update 0: update employee set employee_password=?, employee_username=?, fname=?, lname=? where employee_id=?
2021-03-12 19:08:00 DEBUG AbstractEntityPersister:394 -  Delete 0: delete from employee where employee_id=?
2021-03-12 19:08:00 DEBUG AbstractEntityPersister:3940 -  Identity insert: insert into employee (employee_password, employee_username, fname, lname) values (?, ?, ?, ?)
2021-03-12 19:08:00 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@b9a66ab]
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : employeePassword
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : employeeUsername
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : expenseList
2021-03-12 19:08:00 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@16793313]
2021-03-12 19:08:00 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@6e501cb4]
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : fname
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : lname
2021-03-12 19:08:00 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2021-03-12 19:08:00 DEBUG LoadQueryJoinAndFetchProcessor:102 - processing queryspace <gen:0>
2021-03-12 19:08:00 DEBUG LoadPlanTreePrinter:55 - LoadPlan(entity=dev.lamp.models.Employee)
    - Returns
       - EntityReturnImpl(entity=dev.lamp.models.Employee, querySpaceUid=<gen:0>, path=dev.lamp.models.Employee)
          - CollectionAttributeFetchImpl(collection=dev.lamp.models.Employee.expenseList, querySpaceUid=<gen:1>, path=dev.lamp.models.Employee.expenseList)
             - (collection element) CollectionFetchableElementEntityGraph(entity=dev.lamp.models.Expense, querySpaceUid=<gen:2>, path=dev.lamp.models.Employee.expenseList.<elements>)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=dev.lamp.models.Employee)
          - SQL table alias mapping - employee0_
          - alias suffix - 0_
          - suffixed key columns - {employee1_0_0_}

2021-03-12 19:08:00 DEBUG EntityLoader:129 - Static select for entity dev.lamp.models.Employee [NONE]: select employee0_.employee_id as employee1_0_0_, employee0_.employee_password as employee2_0_0_, employee0_.employee_username as employee3_0_0_, employee0_.fname as fname4_0_0_, employee0_.lname as lname5_0_0_ from employee employee0_ where employee0_.employee_id=?
2021-03-12 19:08:00 DEBUG AbstractEntityPersister:3924 - Static SQL for entity: dev.lamp.models.Manager
2021-03-12 19:08:00 DEBUG AbstractEntityPersister:3929 -  Version select: select manager_id from manager where manager_id =?
2021-03-12 19:08:00 DEBUG AbstractEntityPersister:3932 -  Snapshot select: select manager_.manager_id, manager_.fname as fname2_2_, manager_.lname as lname3_2_, manager_.manager_password as manager_4_2_, manager_.manager_username as manager_5_2_ from manager manager_ where manager_.manager_id=?
2021-03-12 19:08:00 DEBUG AbstractEntityPersister:394 -  Insert 0: insert into manager (fname, lname, manager_password, manager_username, manager_id) values (?, ?, ?, ?, ?)
2021-03-12 19:08:00 DEBUG AbstractEntityPersister:394 -  Update 0: update manager set fname=?, lname=?, manager_password=?, manager_username=? where manager_id=?
2021-03-12 19:08:00 DEBUG AbstractEntityPersister:394 -  Delete 0: delete from manager where manager_id=?
2021-03-12 19:08:00 DEBUG AbstractEntityPersister:3940 -  Identity insert: insert into manager (fname, lname, manager_password, manager_username) values (?, ?, ?, ?)
2021-03-12 19:08:00 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@37cb6148]
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : expenseList
2021-03-12 19:08:00 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@6c64bdd8]
2021-03-12 19:08:00 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@3b1beac4]
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : fname
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : lname
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : managerPassword
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : managerUsername
2021-03-12 19:08:00 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2021-03-12 19:08:00 DEBUG LoadQueryJoinAndFetchProcessor:102 - processing queryspace <gen:0>
2021-03-12 19:08:00 DEBUG LoadPlanTreePrinter:55 - LoadPlan(entity=dev.lamp.models.Manager)
    - Returns
       - EntityReturnImpl(entity=dev.lamp.models.Manager, querySpaceUid=<gen:0>, path=dev.lamp.models.Manager)
          - CollectionAttributeFetchImpl(collection=dev.lamp.models.Manager.expenseList, querySpaceUid=<gen:1>, path=dev.lamp.models.Manager.expenseList)
             - (collection element) CollectionFetchableElementEntityGraph(entity=dev.lamp.models.Expense, querySpaceUid=<gen:2>, path=dev.lamp.models.Manager.expenseList.<elements>)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=dev.lamp.models.Manager)
          - SQL table alias mapping - manager0_
          - alias suffix - 0_
          - suffixed key columns - {manager_1_2_0_}

2021-03-12 19:08:00 DEBUG EntityLoader:129 - Static select for entity dev.lamp.models.Manager [NONE]: select manager0_.manager_id as manager_1_2_0_, manager0_.fname as fname2_2_0_, manager0_.lname as lname3_2_0_, manager0_.manager_password as manager_4_2_0_, manager0_.manager_username as manager_5_2_0_ from manager manager0_ where manager0_.manager_id=?
2021-03-12 19:08:00 DEBUG AbstractEntityPersister:3924 - Static SQL for entity: dev.lamp.models.Expense
2021-03-12 19:08:00 DEBUG AbstractEntityPersister:3929 -  Version select: select expense_id from expense where expense_id =?
2021-03-12 19:08:00 DEBUG AbstractEntityPersister:3932 -  Snapshot select: select expense_.expense_id, expense_.amount as amount2_1_, expense_.date_determined as date_det3_1_, expense_.date_submitted as date_sub4_1_, expense_.employee_id as employee5_1_, expense_.manager_id as manager_6_1_, expense_.reason as reason7_1_, expense_.status as status8_1_ from expense expense_ where expense_.expense_id=?
2021-03-12 19:08:00 DEBUG AbstractEntityPersister:394 -  Insert 0: insert into expense (amount, date_determined, date_submitted, employee_id, manager_id, reason, status, expense_id) values (?, ?, ?, ?, ?, ?, ?, ?)
2021-03-12 19:08:00 DEBUG AbstractEntityPersister:394 -  Update 0: update expense set amount=?, date_determined=?, date_submitted=?, employee_id=?, manager_id=?, reason=?, status=? where expense_id=?
2021-03-12 19:08:00 DEBUG AbstractEntityPersister:394 -  Delete 0: delete from expense where expense_id=?
2021-03-12 19:08:00 DEBUG AbstractEntityPersister:3940 -  Identity insert: insert into expense (amount, date_determined, date_submitted, employee_id, manager_id, reason, status) values (?, ?, ?, ?, ?, ?, ?)
2021-03-12 19:08:00 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@57b61dce]
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : amount
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : dateDetermined
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : dateSubmitted
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : employeeId
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : managerId
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : reason
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : status
2021-03-12 19:08:00 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2021-03-12 19:08:00 DEBUG LoadQueryJoinAndFetchProcessor:102 - processing queryspace <gen:0>
2021-03-12 19:08:00 DEBUG LoadPlanTreePrinter:55 - LoadPlan(entity=dev.lamp.models.Expense)
    - Returns
       - EntityReturnImpl(entity=dev.lamp.models.Expense, querySpaceUid=<gen:0>, path=dev.lamp.models.Expense)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=dev.lamp.models.Expense)
          - SQL table alias mapping - expense0_
          - alias suffix - 0_
          - suffixed key columns - {expense_1_1_0_}

2021-03-12 19:08:00 DEBUG EntityLoader:129 - Static select for entity dev.lamp.models.Expense [NONE]: select expense0_.expense_id as expense_1_1_0_, expense0_.amount as amount2_1_0_, expense0_.date_determined as date_det3_1_0_, expense0_.date_submitted as date_sub4_1_0_, expense0_.employee_id as employee5_1_0_, expense0_.manager_id as manager_6_1_0_, expense0_.reason as reason7_1_0_, expense0_.status as status8_1_0_ from expense expense0_ where expense0_.expense_id=?
2021-03-12 19:08:00 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@208dd958]
2021-03-12 19:08:00 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@3d46e32d]
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : amount
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : dateDetermined
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : dateSubmitted
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : employeeId
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : managerId
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : reason
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : status
2021-03-12 19:08:00 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2021-03-12 19:08:00 DEBUG LoadQueryJoinAndFetchProcessor:102 - processing queryspace <gen:0>
2021-03-12 19:08:00 DEBUG LoadPlanTreePrinter:55 - LoadPlan(collection=dev.lamp.models.Manager.expenseList)
    - Returns
       - CollectionReturnImpl(collection=dev.lamp.models.Manager.expenseList, querySpaceUid=<gen:0>, path=[dev.lamp.models.Manager.expenseList])
          - (collection element) CollectionFetchableElementEntityGraph(entity=dev.lamp.models.Expense, querySpaceUid=<gen:1>, path=[dev.lamp.models.Manager.expenseList].<elements>)
    - QuerySpaces
       - CollectionQuerySpaceImpl(uid=<gen:0>, collection=dev.lamp.models.Manager.expenseList)
          - SQL table alias mapping - expenselis0_
          - alias suffix - 0_
          - suffixed key columns - {manager_6_1_0_}
          - entity-element alias suffix - 1_
          - 1_entity-element suffixed key columns - expense_1_1_1_
          - JOIN (JoinDefinedByMetadata(elements)) : <gen:0> -> <gen:1>
             - EntityQuerySpaceImpl(uid=<gen:1>, entity=dev.lamp.models.Expense)
                - SQL table alias mapping - expenselis0_
                - alias suffix - 1_
                - suffixed key columns - {expense_1_1_1_}

2021-03-12 19:08:00 DEBUG CollectionLoader:83 - Static select for collection dev.lamp.models.Manager.expenseList: select expenselis0_.manager_id as manager_6_1_0_, expenselis0_.expense_id as expense_1_1_0_, expenselis0_.expense_id as expense_1_1_1_, expenselis0_.amount as amount2_1_1_, expenselis0_.date_determined as date_det3_1_1_, expenselis0_.date_submitted as date_sub4_1_1_, expenselis0_.employee_id as employee5_1_1_, expenselis0_.manager_id as manager_6_1_1_, expenselis0_.reason as reason7_1_1_, expenselis0_.status as status8_1_1_ from expense expenselis0_ where expenselis0_.manager_id=?
2021-03-12 19:08:00 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@d2a6e2a]
2021-03-12 19:08:00 DEBUG QuerySpacesImpl:174 - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@6fcb4152]
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : amount
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : dateDetermined
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : dateSubmitted
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : employeeId
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : managerId
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : reason
2021-03-12 19:08:00 DEBUG MetamodelGraphWalker:146 - Visiting attribute path : status
2021-03-12 19:08:00 DEBUG FetchStyleLoadPlanBuildingAssociationVisitationStrategy:150 - Building LoadPlan...
2021-03-12 19:08:00 DEBUG LoadQueryJoinAndFetchProcessor:102 - processing queryspace <gen:0>
2021-03-12 19:08:00 DEBUG LoadPlanTreePrinter:55 - LoadPlan(collection=dev.lamp.models.Employee.expenseList)
    - Returns
       - CollectionReturnImpl(collection=dev.lamp.models.Employee.expenseList, querySpaceUid=<gen:0>, path=[dev.lamp.models.Employee.expenseList])
          - (collection element) CollectionFetchableElementEntityGraph(entity=dev.lamp.models.Expense, querySpaceUid=<gen:1>, path=[dev.lamp.models.Employee.expenseList].<elements>)
    - QuerySpaces
       - CollectionQuerySpaceImpl(uid=<gen:0>, collection=dev.lamp.models.Employee.expenseList)
          - SQL table alias mapping - expenselis0_
          - alias suffix - 0_
          - suffixed key columns - {employee5_1_0_}
          - entity-element alias suffix - 1_
          - 1_entity-element suffixed key columns - expense_1_1_1_
          - JOIN (JoinDefinedByMetadata(elements)) : <gen:0> -> <gen:1>
             - EntityQuerySpaceImpl(uid=<gen:1>, entity=dev.lamp.models.Expense)
                - SQL table alias mapping - expenselis0_
                - alias suffix - 1_
                - suffixed key columns - {expense_1_1_1_}

2021-03-12 19:08:00 DEBUG CollectionLoader:83 - Static select for collection dev.lamp.models.Employee.expenseList: select expenselis0_.employee_id as employee5_1_0_, expenselis0_.expense_id as expense_1_1_0_, expenselis0_.expense_id as expense_1_1_1_, expenselis0_.amount as amount2_1_1_, expenselis0_.date_determined as date_det3_1_1_, expenselis0_.date_submitted as date_sub4_1_1_, expenselis0_.employee_id as employee5_1_1_, expenselis0_.manager_id as manager_6_1_1_, expenselis0_.reason as reason7_1_1_, expenselis0_.status as status8_1_1_ from expense expenselis0_ where expenselis0_.employee_id=?
2021-03-12 19:08:00 DEBUG SchemaManagementToolCoordinator:57 - No actions specified; doing nothing
2021-03-12 19:08:00 DEBUG JtaPlatformInitiator:43 - No JtaPlatform was specified, checking resolver
2021-03-12 19:08:00 DEBUG JtaPlatformResolverInitiator:33 - No JtaPlatformResolver was specified, using default [org.hibernate.engine.transaction.jta.platform.internal.StandardJtaPlatformResolver]
2021-03-12 19:08:00 DEBUG StandardJtaPlatformResolver:137 - Could not resolve JtaPlatform, using default [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2021-03-12 19:08:00 INFO  JtaPlatformInitiator:52 - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2021-03-12 19:08:00 DEBUG NamedQueryRepository:153 - Checking 0 named HQL queries
2021-03-12 19:08:00 DEBUG NamedQueryRepository:167 - Checking 0 named SQL queries
2021-03-12 19:08:00 DEBUG SessionFactoryRegistry:51 - Initializing SessionFactoryRegistry : org.hibernate.internal.SessionFactoryRegistry@4ef1123d
2021-03-12 19:08:00 DEBUG SessionFactoryRegistry:73 - Registering SessionFactory: 5d378e4b-c4da-4838-954a-2ec0c4dd8a98 (<unnamed>)
2021-03-12 19:08:00 DEBUG SessionFactoryRegistry:80 - Not binding SessionFactory to JNDI, no JNDI name configured
2021-03-12 19:08:00 DEBUG StatisticsInitiator:101 - Statistics initialized [enabled=false]
2021-03-12 19:08:00 DEBUG CriteriaQueryImpl:303 - Rendered criteria query -> select generatedAlias0 from Employee as generatedAlias0
2021-03-12 19:08:00 DEBUG QueryTranslatorFactoryInitiator:45 - QueryTranslatorFactory: org.hibernate.hql.internal.ast.ASTQueryTranslatorFactory@152496a5
2021-03-12 19:08:00 DEBUG QueryTranslatorImpl:292 - parse() - HQL: select generatedAlias0 from dev.lamp.models.Employee as generatedAlias0
2021-03-12 19:08:00 DEBUG ErrorTracker:97 - throwQueryException() : no errors
2021-03-12 19:08:00 DEBUG QueryTranslatorImpl:313 - --- HQL AST ---
 \-[QUERY] Node: 'query'
    \-[SELECT_FROM] Node: 'SELECT_FROM'
       +-[FROM] Node: 'from'
       |  \-[RANGE] Node: 'RANGE'
       |     +-[DOT] Node: '.'
       |     |  +-[DOT] Node: '.'
       |     |  |  +-[DOT] Node: '.'
       |     |  |  |  +-[IDENT] Node: 'dev'
       |     |  |  |  \-[IDENT] Node: 'lamp'
       |     |  |  \-[IDENT] Node: 'models'
       |     |  \-[IDENT] Node: 'Employee'
       |     \-[ALIAS] Node: 'generatedAlias0'
       \-[SELECT] Node: 'select'
          \-[IDENT] Node: 'generatedAlias0'

2021-03-12 19:08:00 DEBUG HqlSqlBaseWalker:129 - select << begin [level=1, statement=select]
2021-03-12 19:08:00 DEBUG FromElement:153 - FromClause{level=1} : dev.lamp.models.Employee (generatedAlias0) -> employee0_
2021-03-12 19:08:00 DEBUG FromReferenceNode:60 - Resolved : generatedAlias0 -> employee0_.employee_id
2021-03-12 19:08:00 DEBUG HqlSqlBaseWalker:133 - select : finishing up [level=1, statement=select]
2021-03-12 19:08:00 DEBUG HqlSqlWalker:760 - processQuery() :  ( SELECT ( {select clause} employee0_.employee_id ) ( FromClause{level=1} employee employee0_ ) )
2021-03-12 19:08:00 DEBUG JoinProcessor:129 - Tables referenced from query nodes:
 \-QueryNode
    +-SelectClause
    | referencedTables(entity Employee): [employee]
    |  +-IdentNode
    |  | persister: SingleTableEntityPersister(dev.lamp.models.Employee)
    |  | originalText: generatedAlias0
    |  \-SqlFragment
    \-FromClause
       \-FromElement

2021-03-12 19:08:00 DEBUG JoinProcessor:304 - Using FROM fragment [employee employee0_]
2021-03-12 19:08:00 DEBUG HqlSqlBaseWalker:137 - select >> end [level=1, statement=select]
2021-03-12 19:08:00 DEBUG QueryTranslatorImpl:279 - --- SQL AST ---
 \-[SELECT] QueryNode: 'SELECT'  querySpaces (employee)
    +-[SELECT_CLAUSE] SelectClause: '{select clause}'
    |  +-[ALIAS_REF] IdentNode: 'employee0_.employee_id as employee1_0_' {alias=generatedAlias0, className=dev.lamp.models.Employee, tableAlias=employee0_}
    |  \-[SQL_TOKEN] SqlFragment: 'employee0_.employee_password as employee2_0_, employee0_.employee_username as employee3_0_, employee0_.fname as fname4_0_, employee0_.lname as lname5_0_'
    \-[FROM] FromClause: 'from' FromClause{level=1, fromElementCounter=1, fromElements=1, fromElementByClassAlias=[generatedAlias0], fromElementByTableAlias=[employee0_], fromElementsByPath=[], collectionJoinFromElementsByPath=[], impliedElements=[]}
       \-[FROM_FRAGMENT] FromElement: 'employee employee0_' FromElement{explicit,not a collection join,not a fetch join,fetch non-lazy properties,classAlias=generatedAlias0,role=null,tableName=employee,tableAlias=employee0_,origin=null,columns={,className=dev.lamp.models.Employee}}

2021-03-12 19:08:00 DEBUG ErrorTracker:97 - throwQueryException() : no errors
2021-03-12 19:08:00 DEBUG QueryTranslatorImpl:258 - HQL: select generatedAlias0 from dev.lamp.models.Employee as generatedAlias0
2021-03-12 19:08:00 DEBUG QueryTranslatorImpl:259 - SQL: select employee0_.employee_id as employee1_0_, employee0_.employee_password as employee2_0_, employee0_.employee_username as employee3_0_, employee0_.fname as fname4_0_, employee0_.lname as lname5_0_ from employee employee0_
2021-03-12 19:08:00 DEBUG ErrorTracker:97 - throwQueryException() : no errors
2021-03-12 19:08:00 DEBUG SQL:144 - select employee0_.employee_id as employee1_0_, employee0_.employee_password as employee2_0_, employee0_.employee_username as employee3_0_, employee0_.fname as fname4_0_, employee0_.lname as lname5_0_ from employee employee0_
2021-03-12 19:08:00 DEBUG LogicalConnectionManagedImpl:172 - Initiating JDBC connection release from afterTransaction
